Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-14 00:00:00-04:00,190.08394686445575,191.10669406344644,188.88754950190875,189.72695922851562,5014400,0.0,0.0
2020-08-17 00:00:00-04:00,190.36379110445236,193.41270275026358,189.79453647758274,192.4188995361328,6256200,0.0,0.0
2020-08-18 00:00:00-04:00,192.94955675414596,193.06534808000498,189.90065999049366,192.01365661621094,6519900,0.0,0.0
2020-08-19 00:00:00-04:00,191.9268222818485,195.70901009022236,191.907521274002,193.92405700683594,9467600,0.0,0.0
2020-08-20 00:00:00-04:00,192.87238801967965,197.25278980269456,192.5829464800436,196.9729766845703,8849200,0.0,0.0
2020-08-21 00:00:00-04:00,197.3106620010489,197.92816177245135,196.19143906464578,196.95367431640625,9998300,0.0,0.0
2020-08-24 00:00:00-04:00,197.80274295706676,199.1921212332831,197.4746993980593,199.15353393554688,6159600,0.0,0.0
2020-08-25 00:00:00-04:00,199.9060611688578,200.88054845726282,198.31405949292486,200.78407287597656,5828300,0.0,0.0
2020-08-26 00:00:00-04:00,200.78411149317665,203.38918824659794,200.0122330826632,202.8681640625,7035200,0.0,0.0
2020-08-27 00:00:00-04:00,203.78479415124028,204.72067968362433,201.70072669393838,203.61111450195312,8619600,0.0,0.0
2020-08-28 00:00:00-04:00,204.54700779973024,208.56076393897735,203.79443036391598,208.1265869140625,7349800,0.0,0.0
2020-08-31 00:00:00-04:00,207.9625390874515,208.36778665914696,204.12246280073907,204.537353515625,9326900,0.0,0.0
2020-09-01 00:00:00-04:00,204.74962636771608,206.37055781196466,203.69793483529196,205.84954833984375,5642900,0.0,0.0
2020-09-02 00:00:00-04:00,206.60213138095654,209.70893145603534,206.2547868159677,208.8695068359375,9863800,0.0,0.0
2020-09-03 00:00:00-04:00,207.37396771552193,207.37396771552193,199.80959232415412,201.61386108398438,11310200,0.0,0.0
2020-09-04 00:00:00-04:00,201.1604131718121,203.0997451053107,193.11359973019225,197.46505737304688,13243600,0.0,0.0
2020-09-08 00:00:00-04:00,193.72142597803793,195.13974819337517,192.20662817179047,193.08462524414062,14186900,0.0,0.0
2020-09-09 00:00:00-04:00,197.1659520265981,199.03773772934161,194.8503167154235,196.88613891601562,7532600,0.0,0.0
2020-09-10 00:00:00-04:00,197.65801753679565,199.7227838924904,193.40305034659005,194.45472717285156,7243000,0.0,0.0
2020-09-11 00:00:00-04:00,194.49330763196426,195.29413013417707,191.91717522531465,193.62493896484375,7439000,0.0,0.0
2020-09-14 00:00:00-04:00,196.20110219104956,199.1535235123078,195.99847840205746,197.77378845214844,11730500,0.0,0.0
2020-09-15 00:00:00-04:00,199.48154605135835,200.89022511557886,197.57115858386342,198.1693572998047,6328600,0.0,0.0
2020-09-16 00:00:00-04:00,199.47194875185426,200.4464363553863,197.7448689257398,197.91854858398438,6135000,0.0,0.0
2020-09-17 00:00:00-04:00,195.71868256236755,198.3527035193212,194.89855897476878,198.05360412597656,7474900,0.0,0.0
2020-09-18 00:00:00-04:00,198.24656163993976,198.48777271754494,194.62839547586196,195.4871063232422,9084100,0.0,0.0
2020-09-21 00:00:00-04:00,192.8820070908383,194.1748947823596,187.85516234310887,190.50848388671875,9656000,0.0,0.0
2020-09-22 00:00:00-04:00,191.1259888615862,193.65389074049776,189.88134629005327,193.5091552734375,7543100,0.0,0.0
2020-09-23 00:00:00-04:00,193.74072939312268,194.02052774930098,187.72975380534672,188.50161743164062,6310600,0.0,0.0
2020-09-24 00:00:00-04:00,188.28934467134965,190.72075624127447,186.34036993641138,188.64634704589844,9865300,0.0,0.0
2020-09-25 00:00:00-04:00,188.16393785123066,191.17424732956715,186.70701354875317,190.31553649902344,5496100,0.0,0.0
2020-09-28 00:00:00-04:00,193.5767177874298,194.6283945474061,192.8048393983042,193.27761840820312,5565300,0.0,0.0
2020-09-29 00:00:00-04:00,193.5284803130276,195.26520307693957,192.361012178789,192.42855834960938,5513500,0.0,0.0
2020-09-30 00:00:00-04:00,193.78899388793596,195.4195684751934,191.897892481157,192.93992614746094,9157600,0.0,0.0
2020-10-01 00:00:00-04:00,195.1011888339801,197.98606411195786,194.5512204698698,196.20111083984375,7234600,0.0,0.0
2020-10-02 00:00:00-04:00,192.96886899626392,195.69938025924384,192.3899565003326,194.37754821777344,6019700,0.0,0.0
2020-10-05 00:00:00-04:00,195.58360680925114,196.49054814140868,193.98196163733715,196.38441467285156,6090500,0.0,0.0
2020-10-06 00:00:00-04:00,196.9343794838534,197.88958068369107,192.68907026262093,193.40304565429688,5841100,0.0,0.0
2020-10-07 00:00:00-04:00,194.89857272632588,195.66079333984402,192.95924074330568,195.35205078125,6713400,0.0,0.0
2020-10-08 00:00:00-04:00,196.82823097047117,197.11768719578114,195.12045249126206,195.84408569335938,3955600,0.0,0.0
2020-10-09 00:00:00-04:00,196.8282388614864,199.79996109725428,196.51948161614936,199.37542724609375,5562900,0.0,0.0
2020-10-12 00:00:00-04:00,199.66488403564063,200.65867249799166,198.4974159417179,199.14385986328125,6622700,0.0,0.0
2020-10-13 00:00:00-04:00,196.2300222267968,197.9956889165476,195.89232086076547,197.13697814941406,5621700,0.0,0.0
2020-10-14 00:00:00-04:00,197.5132909277042,197.76414515555868,194.05914643066862,195.09152221679688,5320000,0.0,0.0
2020-10-15 00:00:00-04:00,193.94334766261537,197.5036254892247,190.65323978487922,192.53468322753906,8885500,0.0,0.0
2020-10-16 00:00:00-04:00,192.9591987085187,195.52567311614195,192.39958730046956,193.21969604492188,6385900,0.0,0.0
2020-10-19 00:00:00-04:00,193.7889801686215,194.0012470887128,189.5919016477819,190.04537963867188,7449600,0.0,0.0
2020-10-20 00:00:00-04:00,190.60501982523076,192.64084215858674,189.79455403852654,190.74974060058594,7427000,0.0,0.0
2020-10-21 00:00:00-04:00,190.8751123761819,193.37405509201403,190.8751123761819,191.45401000976562,6067200,0.0,0.0
2020-10-22 00:00:00-04:00,192.3320413485441,192.74693201459883,188.87789730897487,191.02951049804688,4908200,0.0,0.0
2020-10-23 00:00:00-04:00,192.72764723352466,192.8530817025776,189.1287821483697,191.04881286621094,5877200,0.0,0.0
2020-10-26 00:00:00-04:00,189.10950352152636,189.51473640524677,184.0151262371024,186.2825164794922,12608700,0.0,0.0
2020-10-27 00:00:00-04:00,186.21497134019475,186.89035948348564,182.56786064406657,183.37832641601562,8690400,0.0,0.0
2020-10-28 00:00:00-04:00,177.51203388408086,178.2067228940497,173.0351573322564,174.51136779785156,17809500,0.0,0.0
2020-10-29 00:00:00-04:00,176.56651906131248,180.42589652713352,173.03518514672064,178.3707733154297,16820900,0.0,0.0
2020-10-30 00:00:00-04:00,176.23846806140568,177.7436228538838,172.9290443687107,175.32186889648438,10252900,0.0,0.0
2020-11-02 00:00:00-05:00,178.0234365140705,180.34871507194458,177.42523769194887,178.245361328125,8057100,0.0,0.0
2020-11-03 00:00:00-05:00,180.2618708557653,182.8669476444232,178.65058256529036,181.71878051757812,6467900,0.0,0.0
2020-11-04 00:00:00-05:00,186.10881478723252,189.9585488101316,184.79662596197804,187.15084838867188,8102700,0.0,0.0
2020-11-05 00:00:00-05:00,191.3865072796694,193.92405238503926,190.3541168586381,190.6918182373047,7132100,0.0,0.0
2020-11-06 00:00:00-05:00,190.41199403679775,192.6600678933111,188.5594803603575,191.49261474609375,6180500,0.0,0.0
2020-11-09 00:00:00-05:00,207.14244109729086,209.99837220101958,204.81716262160128,205.20309448242188,17916900,0.0,0.0
2020-11-10 00:00:00-05:00,204.489096409406,206.53456154535112,203.147963466476,205.81092834472656,7943600,0.0,0.0
2020-11-11 00:00:00-05:00,204.71101528578552,206.74683736678847,204.22859313125738,205.22238159179688,5337200,0.0,0.0
2020-11-12 00:00:00-05:00,204.30442022162515,205.37701180749008,200.1590074540901,201.2412567138672,7302500,0.32,0.0
